entry_id,Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N
entry_1201,6.3,B_4,21799.4,D_6,1.0,F_3,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1202,2.5,B_2,6082.8,D_6,1.0,F_1,G_9,H_4,I_1,J_2,0.0,0.0,5.0,N_1
entry_1203,2.9,B_6,8774.5,D_6,1.0,F_1,G_2,H_1,I_1,J_1,0.0,0.0,6.0,N_1
entry_1204,2.1,B_3,16401.9,D_6,1.0,F_1,G_9,H_4,I_2,J_1,0.0,0.0,1.0,N_1
entry_1205,3.1,B_3,2749.4,D_6,1.0,F_2,G_6,H_2,I_3,J_1,0.0,0.0,5.0,N_21
entry_1206,2.8,B_2,3303.5,D_16,0.8,F_3,G_5,H_5,I_1,J_2,0.0,0.0,3.0,N_1
entry_1207,3.5,B_2,16641.6,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,9.9,N_1
entry_1208,6.8,,14028.2,D_9,0.4,F_2,,H_2,I_1,J_1,0.0,0.0,0.8,N_1
entry_1209,6.0,B_3,19323.5,D_7,1.2,F_2,G_1,H_2,I_1,J_1,0.0,0.0,2.4,N_1
entry_1210,4.1,B_3,5812.4,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1211,2.5,B_3,22009.8,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_1212,2.1,B_3,22249.0,D_6,1.0,F_1,G_3,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_1213,4.4,B_3,17359.0,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,0.3,N_1
entry_1214,1.8,B_3,20810.3,D_3,0.7,F_1,G_5,H_6,I_1,J_1,0.0,0.0,2.5,N_1
entry_1215,5.1,B_1,19650.4,D_2,0.9,F_3,G_7,H_5,I_1,J_1,0.0,0.0,3.8,N_1
entry_1216,4.4,B_2,10311.1,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_1217,1.9,B_3,14839.2,D_2,0.9,F_1,G_1,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_1218,6.1,B_2,11588.2,D_14,0.2,F_2,G_7,H_2,I_1,J_1,0.0,0.0,2.0,N_1
entry_1219,5.9,B_3,19429.0,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.8,N_1
entry_1220,4.7,B_3,27754.5,D_1,1.3,F_2,G_1,H_2,I_3,J_1,0.0,0.0,4.0,
entry_1221,6.9,B_2,12820.6,D_2,0.9,F_2,G_11,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_1222,2.2,B_3,23466.3,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1223,3.5,B_3,19310.6,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,0.0,3.2,N_1
entry_1224,1.8,B_3,23626.2,D_3,0.7,F_1,G_3,H_4,I_1,J_1,0.0,0.0,1.2,N_1
entry_1225,5.3,B_3,19632.8,D_1,1.3,F_2,G_2,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_1226,4.8,B_3,19277.9,D_6,1.0,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1227,6.8,,14664.5,D_10,1.6,F_2,,H_2,I_1,J_1,2005.1,0.0,5.0,N_1
entry_1228,1.9,B_3,2743.3,D_3,0.7,F_1,G_3,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1229,4.2,B_3,44594.0,D_5,0.5,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_5
entry_1230,2.9,B_3,16115.5,D_7,1.2,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1231,3.2,B_3,25124.3,D_6,1.0,F_3,G_2,H_1,I_1,J_2,0.0,0.0,5.0,N_1
entry_1232,3.0,B_3,40253.9,D_2,0.9,F_1,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1233,4.5,B_5,15331.2,D_4,1.4,F_2,G_4,H_2,I_2,J_1,0.0,0.0,1.0,N_1
entry_1234,5.0,B_4,16641.9,D_3,0.7,F_1,G_6,H_1,I_2,J_2,367.4,0.0,4.0,N_1
entry_1235,2.8,B_3,15029.6,D_7,1.2,F_1,G_5,H_1,I_1,J_2,0.0,0.0,8.0,N_1
entry_1236,2.5,B_3,20942.8,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,2.5,N_25
entry_1237,3.3,B_3,20564.9,D_7,1.2,F_4,G_7,H_1,I_1,J_1,0.0,0.0,2.0,N_1
entry_1238,2.5,B_3,18692.5,D_6,1.0,F_1,G_5,H_1,I_1,J_1,259.7,0.0,4.8,N_1
entry_1239,5.2,B_3,21320.9,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1240,2.7,B_3,13393.7,D_4,1.4,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1241,3.6,B_3,9937.4,D_6,1.0,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1242,5.1,B_3,16263.2,D_2,0.9,F_2,G_8,H_2,I_1,J_1,729.8,0.0,6.0,N_1
entry_1243,4.2,B_5,44538.2,D_1,1.3,F_5,G_2,H_1,I_1,J_1,0.0,0.0,4.5,N_1
entry_1244,5.5,B_6,25721.6,D_4,1.4,F_7,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1245,5.1,B_3,4400.0,D_4,1.4,F_2,G_4,H_3,I_1,J_2,9999.9,0.0,5.0,N_1
entry_1246,3.9,B_3,20782.4,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,6.0,N_1
entry_1247,3.4,B_2,42643.1,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1248,3.7,B_3,9371.7,D_6,1.0,F_2,G_1,H_3,I_1,J_2,729.8,0.0,4.5,N_1
entry_1249,4.4,B_3,4400.6,D_8,1.1,F_3,G_8,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1250,5.8,B_2,9366.4,D_2,0.9,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,6.0,N_1
entry_1251,4.6,B_3,5572.0,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_1252,4.7,B_6,21416.9,D_2,0.9,F_2,G_9,H_2,I_1,J_1,1502.4,0.0,4.0,N_1
entry_1253,2.3,B_3,18983.0,D_6,1.0,F_2,G_5,H_2,I_2,J_1,0.0,0.0,5.0,N_1
entry_1254,4.9,B_3,3221.2,D_2,0.9,F_2,G_2,H_3,I_1,J_2,0.0,0.0,4.3,N_1
entry_1255,2.4,B_3,27439.8,D_6,1.0,F_1,G_1,H_4,I_2,J_2,0.0,0.0,2.0,N_1
entry_1256,2.4,B_3,23792.8,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,3.9,N_1
entry_1257,2.7,B_4,50833.6,D_1,1.3,F_1,G_2,H_1,I_2,J_1,0.0,0.0,4.8,N_1
entry_1258,4.0,B_2,5536.3,D_2,0.9,F_2,G_7,H_2,I_1,J_1,341.1,0.0,4.0,N_1
entry_1259,4.8,B_2,36288.3,D_2,0.9,F_3,G_7,H_1,I_1,J_1,0.0,0.0,6.0,N_1
entry_1260,6.7,B_3,22289.9,D_8,1.1,F_3,G_4,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1261,3.4,B_3,22132.4,D_2,0.9,F_1,G_10,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_1262,1.9,B_3,24622.6,D_2,0.9,F_1,G_7,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1263,3.6,B_2,2705.3,D_2,0.9,F_5,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1264,4.9,B_4,21366.8,D_4,1.4,F_1,G_2,H_1,I_1,J_1,0.0,0.0,5.6,N_1
entry_1265,2.2,B_3,19955.5,D_6,1.0,F_1,G_9,H_4,I_1,J_1,0.0,0.0,2.5,N_1
entry_1266,2.9,B_3,42796.5,D_1,1.3,F_1,G_1,H_1,I_2,J_2,0.0,0.0,4.0,N_1
entry_1267,4.7,B_5,27218.2,D_6,1.0,F_1,G_1,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_1268,2.3,B_3,39461.2,D_1,1.3,F_1,G_11,H_4,I_2,J_1,0.0,0.0,4.0,N_1
entry_1269,2.5,B_3,18166.6,D_7,1.2,F_1,G_11,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_1270,3.0,B_3,50472.5,D_13,0.6,F_1,G_6,H_6,I_1,J_1,0.0,0.0,1.8,N_27
entry_1271,2.3,B_3,12349.0,D_3,0.7,F_3,G_5,H_5,I_1,J_2,0.0,0.0,3.5,N_1
entry_1272,4.3,B_3,3958.1,D_2,0.9,F_1,G_5,H_1,I_2,J_2,0.0,0.0,4.5,N_1
entry_1273,2.1,B_3,18664.8,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,2.0,N_1
entry_1274,3.7,B_2,15099.3,D_3,0.7,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_1275,3.3,B_3,19185.6,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1276,4.1,B_3,30649.5,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1277,2.3,B_5,20335.3,D_1,1.3,F_1,G_2,H_4,I_1,J_2,0.0,0.0,1.2,N_1
entry_1278,3.0,B_3,11596.3,D_3,0.7,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1279,5.4,B_6,12496.3,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1280,1.9,B_3,24665.2,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_1281,3.2,B_3,4439.2,D_7,1.2,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1282,3.0,B_5,23399.3,D_1,1.3,F_1,G_4,H_4,I_1,J_2,0.0,0.0,1.5,N_1
entry_1283,2.4,B_3,10930.7,D_2,0.9,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.5,N_1
entry_1284,4.0,B_4,29863.5,D_4,1.4,F_2,G_11,H_2,I_3,J_1,0.0,190.2,4.0,N_13
entry_1285,3.7,B_4,9322.5,D_6,1.0,F_2,G_1,H_2,I_1,J_1,768.8,0.0,4.0,N_1
entry_1286,4.8,B_3,23284.0,D_6,1.0,F_7,G_1,H_5,I_1,J_2,0.0,0.0,4.3,N_1
entry_1287,2.1,B_3,26084.7,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_1288,3.7,B_3,5931.3,D_6,1.0,F_5,G_5,H_1,I_2,J_1,0.0,0.0,4.0,
entry_1289,4.9,B_3,19277.6,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,197.7,4.5,N_1
entry_1290,3.9,B_3,36726.0,D_2,0.9,F_3,G_2,H_1,I_1,J_1,0.0,0.0,8.0,N_1
entry_1291,2.1,B_3,27572.6,D_2,0.9,F_1,G_7,H_4,I_2,J_1,0.0,0.0,4.0,N_1
entry_1292,2.0,B_3,4270.6,D_6,1.0,F_1,G_1,H_1,I_1,J_1,0.0,0.0,2.5,N_1
entry_1293,3.9,B_3,33832.0,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_1294,2.8,B_3,2795.6,D_11,1.5,F_2,G_4,H_2,I_3,J_1,0.0,0.0,9.9,N_13
entry_1295,2.5,B_3,50301.2,D_12,0.3,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_5
entry_1296,2.5,B_2,18902.7,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_1297,2.9,B_1,26798.9,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1298,3.2,B_3,11777.9,D_2,0.9,F_1,G_8,H_4,I_1,J_2,0.0,0.0,3.5,N_1
entry_1299,3.7,B_3,17629.3,D_6,1.0,F_4,G_4,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_1300,2.2,,3273.2,D_6,1.0,F_1,,H_4,I_1,J_1,0.0,0.0,5.0,N_1
entry_1301,3.3,B_6,13905.7,D_2,0.9,F_2,G_2,H_2,I_3,J_1,0.0,0.0,8.4,N_21
entry_1302,4.0,B_3,10058.4,D_13,0.6,F_3,G_7,H_1,I_4,J_1,0.0,0.0,4.0,N_1
entry_1303,2.0,B_3,29197.9,D_2,0.9,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1304,5.5,B_3,17016.9,D_2,0.9,F_5,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1305,5.3,B_3,7932.4,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1306,2.1,B_3,23257.7,D_8,1.1,F_1,G_11,H_4,I_1,J_2,0.0,0.0,3.0,N_1
entry_1307,4.2,B_3,22845.6,D_1,1.3,F_5,G_5,H_6,I_2,J_1,0.0,0.0,5.0,N_1
entry_1308,4.8,B_2,39746.6,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_1309,3.7,B_5,24434.1,D_6,1.0,F_1,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_1310,6.4,B_1,19489.4,D_10,1.6,F_1,G_4,H_1,I_1,J_2,478.7,0.0,4.0,N_1
entry_1311,4.8,B_2,10479.0,D_3,0.7,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1312,2.4,B_3,19681.6,D_1,1.3,F_2,G_4,H_2,I_1,J_1,390.8,0.0,4.0,N_1
entry_1313,2.1,B_3,7026.1,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_1314,4.4,B_3,11279.7,D_5,0.5,F_3,G_5,H_4,I_1,J_2,0.0,0.0,5.0,N_1
entry_1315,4.7,B_3,21166.8,D_2,0.9,F_2,G_10,H_3,I_2,J_2,0.0,0.0,4.0,N_1
entry_1316,2.8,B_3,26361.4,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1317,2.8,B_3,10856.9,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.3,N_1
entry_1318,1.9,B_3,39132.9,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_1319,4.4,B_3,14477.8,D_6,1.0,F_5,G_2,H_1,I_1,J_1,0.0,0.0,4.5,N_1
entry_1320,4.1,B_1,14492.8,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1321,3.3,B_3,13350.3,D_2,0.9,F_2,G_12,H_2,I_1,J_1,263.5,0.0,1.6,N_1
entry_1322,3.7,B_3,16741.5,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1323,5.6,B_3,18246.0,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1324,3.1,B_5,18926.9,D_2,0.9,F_1,G_12,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1325,3.4,B_3,12482.7,D_8,1.1,F_1,G_8,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1326,3.3,B_3,40041.6,D_13,0.6,F_1,G_5,H_4,I_2,J_1,0.0,0.0,2.0,N_1
entry_1327,3.0,B_3,17593.1,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.4,N_1
entry_1328,5.7,B_6,6188.5,D_2,0.9,F_2,G_4,H_2,I_2,J_1,0.0,0.0,6.0,N_1
entry_1329,2.5,B_3,12459.0,D_2,0.9,F_1,G_2,H_6,I_1,J_1,0.0,0.0,4.0,N_1
entry_1330,3.6,B_3,44734.6,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1331,4.0,B_2,12520.6,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1332,4.2,B_3,6537.2,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_1333,1.7,B_3,11479.8,D_13,0.6,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.0,N_1
entry_1334,3.0,,9685.1,D_6,1.0,F_1,,H_1,I_1,J_2,0.0,171.9,2.5,N_1
entry_1335,5.2,B_3,17898.3,D_3,0.7,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1336,4.2,B_3,23578.6,D_7,1.2,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1337,4.5,B_2,4066.6,D_8,1.1,F_2,G_9,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_1338,4.6,B_3,27362.9,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1339,7.2,,11304.4,D_2,0.9,F_7,,H_1,I_1,J_1,0.0,0.0,3.0,N_1
entry_1340,3.0,B_3,42601.7,D_3,0.7,F_1,G_5,H_4,I_1,J_2,0.0,0.0,1.9,N_1
entry_1341,1.7,B_3,15650.1,D_16,0.8,F_1,G_5,H_4,I_1,J_2,0.0,0.0,1.6,N_1
entry_1342,2.4,B_3,23891.7,D_12,0.3,F_1,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_25
entry_1343,3.7,B_3,8430.6,D_6,1.0,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1344,1.7,B_2,36870.0,D_3,0.7,F_1,G_9,H_4,I_1,J_1,0.0,0.0,1.0,N_1
entry_1345,1.8,B_3,5741.3,D_6,1.0,F_3,G_5,H_4,I_1,J_1,0.0,0.0,1.5,N_1
entry_1346,6.5,B_3,19876.6,D_4,1.4,F_2,G_6,H_2,I_1,J_1,2005.1,0.0,4.0,N_1
entry_1347,5.3,B_3,9243.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1348,7.5,B_2,18433.5,D_3,0.7,F_2,G_2,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_1349,3.7,B_2,16452.6,D_10,1.6,F_1,G_4,H_1,I_1,J_1,1408.4,0.0,4.5,N_1
entry_1350,4.9,B_3,14854.9,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,190.2,5.0,N_1
entry_1351,5.2,B_3,22608.4,D_2,0.9,F_7,G_14,H_6,I_1,J_2,0.0,0.0,4.0,N_1
entry_1352,4.2,B_3,22519.3,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1353,2.0,B_3,32004.7,D_13,0.6,F_4,G_3,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1354,2.6,B_3,28998.0,D_12,0.3,F_2,G_9,H_2,I_1,J_1,0.0,0.0,3.0,N_5
entry_1355,2.7,B_3,33695.1,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,9.9,N_1
entry_1356,5.4,B_1,12359.2,D_2,0.9,F_5,G_1,H_5,I_2,J_2,388.7,0.0,3.5,N_1
entry_1357,3.8,B_4,9952.7,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1358,3.4,B_5,4395.9,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1359,3.0,B_3,28529.5,D_1,1.3,F_2,G_5,H_3,I_3,J_2,0.0,0.0,4.0,N_13
entry_1360,4.5,B_3,43366.5,D_9,0.4,F_5,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_5
entry_1361,2.3,B_3,17942.3,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,0.5,N_1
entry_1362,2.3,B_3,12204.8,D_2,0.9,F_1,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1363,2.2,B_3,18481.3,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1364,4.7,B_3,29788.4,D_13,0.6,F_7,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1365,3.9,B_2,3437.8,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_1366,6.7,B_3,9511.3,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,3.7,N_1
entry_1367,1.8,B_3,24074.7,D_2,0.9,F_1,G_10,H_4,I_1,J_2,0.0,0.0,4.0,N_24
entry_1368,3.0,B_3,15245.3,D_3,0.7,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_5
entry_1369,1.9,B_3,19245.3,D_6,1.0,F_1,G_5,H_6,I_1,J_2,0.0,0.0,2.5,N_1
entry_1370,3.1,B_3,13156.8,D_5,0.5,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1371,3.6,B_3,37395.2,D_13,0.6,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1372,4.1,B_1,22773.4,D_2,0.9,F_2,G_1,H_2,I_1,J_1,346.4,0.0,4.0,N_1
entry_1373,5.1,B_3,13885.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1374,3.9,B_3,27840.3,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.5,N_1
entry_1375,7.7,,2867.8,D_4,1.4,F_2,,H_2,I_1,J_1,938.6,0.0,0.6,N_1
entry_1376,1.7,,13850.7,D_13,0.6,F_1,,H_4,I_1,J_1,0.0,0.0,2.0,N_1
entry_1377,3.3,B_5,9648.0,D_4,1.4,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_11
entry_1378,3.9,B_6,18693.4,D_1,1.3,F_4,G_6,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_1379,2.3,B_3,25768.3,D_1,1.3,F_1,G_4,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1380,1.9,B_3,38363.7,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,2.0,N_1
entry_1381,4.2,B_3,22004.9,D_2,0.9,F_2,G_6,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_1382,1.8,B_3,15687.4,D_16,0.8,F_1,G_5,H_4,I_1,J_1,0.0,0.0,2.7,N_1
entry_1383,2.6,B_3,3440.2,D_1,1.3,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.5,N_1
entry_1384,3.1,B_3,21000.8,D_2,0.9,F_1,G_6,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_1385,2.9,B_3,37668.0,D_2,0.9,F_1,G_11,H_4,I_2,J_1,0.0,0.0,4.0,N_1
entry_1386,2.0,B_3,18266.1,D_6,1.0,F_1,G_6,H_4,I_2,J_1,0.0,0.0,2.0,N_1
entry_1387,3.4,B_5,20272.9,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1388,3.8,B_3,25225.0,D_3,0.7,F_3,G_10,H_1,I_1,J_1,0.0,0.0,6.5,N_1
entry_1389,2.3,B_3,11758.3,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1390,2.6,B_3,19316.5,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.2,N_1
entry_1391,5.4,B_3,9679.2,D_2,0.9,F_7,G_5,H_5,I_1,J_2,0.0,0.0,3.2,N_1
entry_1392,5.0,B_2,38639.7,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_1393,2.7,B_3,3708.8,D_1,1.3,F_2,G_11,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_1394,6.9,B_3,13621.8,D_3,0.7,F_1,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1395,2.3,B_1,11012.8,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1396,3.4,B_3,10674.2,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_1397,5.5,B_3,8340.1,D_12,0.3,F_7,G_10,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1398,3.4,B_3,21372.2,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1399,1.9,B_3,37511.4,D_2,0.9,F_1,G_7,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_1400,2.3,B_8,18853.5,D_9,0.4,F_3,,H_1,I_1,J_1,0.0,0.0,3.5,N_1
entry_1401,4.3,B_5,24152.8,D_4,1.4,F_3,G_4,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_1402,4.8,B_3,10129.9,D_7,1.2,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_1403,4.0,B_5,18012.3,D_2,0.9,F_4,G_9,H_4,I_2,J_1,0.0,0.0,4.0,N_1
entry_1404,1.7,B_3,31768.1,D_3,0.7,F_1,G_7,H_4,I_1,J_1,0.0,0.0,1.0,N_1
entry_1405,1.9,,18861.8,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,2.5,N_1
entry_1406,1.7,B_3,19526.2,D_3,0.7,F_1,G_7,H_4,I_1,J_1,0.0,0.0,1.7,N_1
entry_1407,5.9,,37202.0,D_1,1.3,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1408,3.3,B_3,2697.3,D_8,1.1,F_2,G_11,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_1409,1.9,,35671.7,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,2.5,N_1
entry_1410,4.3,B_3,18829.1,D_14,0.2,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_1411,2.5,B_3,15866.2,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,5.0,N_1
entry_1412,2.3,B_3,19907.0,D_2,0.9,F_1,G_12,H_4,I_2,J_1,0.0,0.0,1.6,N_1
entry_1413,4.5,B_3,17831.9,D_10,1.6,F_2,G_4,H_2,I_1,J_1,768.8,0.0,5.0,N_1
entry_1414,5.8,B_5,31008.5,D_13,0.6,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1415,4.4,B_5,6073.5,D_1,1.3,F_3,G_4,H_4,I_1,J_2,0.0,0.0,6.0,N_1
entry_1416,3.5,B_3,24801.0,D_1,1.3,F_4,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_1
entry_1417,1.7,B_3,12736.6,D_3,0.7,F_1,G_6,H_4,I_1,J_2,0.0,0.0,0.8,N_1
entry_1418,2.9,B_3,28061.8,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1419,4.4,B_3,22243.4,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_1420,3.3,B_3,16470.7,D_7,1.2,F_1,G_2,H_5,I_1,J_2,217.4,0.0,5.5,
entry_1421,3.2,B_1,9200.3,D_1,1.3,F_2,G_2,H_3,I_1,J_2,0.0,0.0,4.0,N_1
